平均風速 (公里/小時) - 塔門東
Mean Wind Speed (km/h) - Tap Mun East
年/Year,月/Month,日/Day,數值/Value,數據完整性/data Completeness
2020,6,18,8.3,C
2020,6,19,8.3,C
2020,6,20,8.8,C
2020,6,21,8.3,C
2020,6,22,9.3,C
2020,6,23,8.9,C
2020,6,24,9.0,C
2020,6,25,12.2,C
2020,6,26,12.3,C
2020,6,27,7.3,C
2020,6,28,9.0,C
2020,6,29,10.8,C
2020,6,30,11.1,C
2020,7,1,11.8,C
2020,7,2,15.3,C
2020,7,3,11.5,C
2020,7,4,9.7,C
2020,7,5,10.0,C
2020,7,6,10.1,C
2020,7,7,8.3,C
2020,7,8,9.9,C
2020,7,9,12.0,C
2020,7,10,12.1,C
2020,7,11,12.9,C
2020,7,12,9.6,C
2020,7,13,7.8,C
2020,7,14,7.6,C
2020,7,15,8.8,C
2020,7,16,9.4,C
2020,7,17,11.0,C
2020,7,18,8.4,C
2020,7,19,8.0,C
2020,7,20,6.5,C
2020,7,21,8.7,C
2020,7,22,8.8,C
2020,7,23,9.2,C
2020,7,24,8.3,C
2020,7,25,8.5,C
2020,7,26,7.5,C
2020,7,27,8.0,C
2020,7,28,9.1,C
2020,7,29,12.1,C
2020,7,30,14.2,C
2020,7,31,35.2,C
2020,8,1,44.4,C
2020,8,2,32.1,C
2020,8,3,10.5,C
2020,8,4,9.7,C
2020,8,5,21.5,C
2020,8,6,12.7,C
2020,8,7,15.0,C
2020,8,8,14.3,C
2020,8,9,8.6,C
2020,8,10,8.0,C
2020,8,11,12.2,C
2020,8,12,15.5,C
2020,8,13,15.6,C
2020,8,14,14.3,C
2020,8,15,9.2,C
2020,8,16,14.0,C
2020,8,17,10.5,C
2020,8,18,19.3,C
2020,8,19,34.0,C
2020,8,20,12.4,C
2020,8,21,8.0,C
2020,8,22,6.5,C
2020,8,23,7.3,C
2020,8,24,9.5,C
2020,8,25,9.5,C
2020,8,26,9.8,C
2020,8,27,5.2,C
2020,8,28,5.8,C
2020,8,29,4.8,C
2020,8,30,12.2,C
2020,8,31,6.2,C
2020,9,1,6.3,C
2020,9,2,5.9,C
2020,9,3,5.5,C
2020,9,4,13.4,C
2020,9,5,10.3,C
2020,9,6,9.5,C
2020,9,7,10.6,C
2020,9,8,8.3,C
2020,9,9,4.8,C
2020,9,10,4.1,C
2020,9,11,3.0,#
2020,9,12,5.8,C
2020,9,13,12.1,C
2020,9,14,18.6,C
2020,9,15,26.4,C
2020,9,16,25.4,C
2020,9,17,30.8,C
2020,9,18,29.1,C
2020,9,19,19.7,C
2020,9,20,9.3,C
2020,9,21,25.3,C
2020,9,22,26.9,C
2020,9,23,16.5,C
2020,9,24,8.2,C
2020,9,25,17.4,C
2020,9,26,30.4,C
2020,9,27,30.4,C
2020,9,28,20.9,C
2020,9,29,17.0,C
2020,9,30,14.3,C
2020,10,1,28.4,C
2020,10,2,23.3,C
2020,10,3,13.5,C
2020,10,4,9.8,C
2020,10,5,23.5,C
2020,10,6,14.4,C
2020,10,7,16.3,C
2020,10,8,15.4,C
2020,10,9,12.6,C
2020,10,10,12.9,C
2020,10,11,15.2,C
2020,10,12,17.5,C
2020,10,13,35.5,C
2020,10,14,38.6,C
2020,10,15,30.0,C
2020,10,16,14.5,C
2020,10,17,16.4,C
2020,10,18,14.2,C
2020,10,19,16.5,C
2020,10,20,15.0,C
2020,10,21,23.6,C
2020,10,22,23.1,C
2020,10,23,15.9,C
2020,10,24,14.0,C
2020,10,25,22.3,C
2020,10,26,20.3,C
2020,10,27,19.5,C
2020,10,28,12.5,C
2020,10,29,11.3,C
2020,10,30,12.4,C
2020,10,31,20.3,C
2020,11,1,11.6,C
2020,11,2,12.9,C
2020,11,3,13.9,C
2020,11,4,19.0,C
2020,11,5,18.3,C
2020,11,6,7.3,C
2020,11,7,12.8,C
2020,11,8,13.1,C
2020,11,9,16.8,C
2020,11,10,15.3,C
2020,11,11,15.8,C
2020,11,12,13.9,C
2020,11,13,14.8,C
2020,11,14,10.3,C
2020,11,15,11.0,C
2020,11,16,11.9,C
2020,11,17,20.1,C
2020,11,18,13.3,C
2020,11,19,6.7,C
2020,11,20,8.3,C
2020,11,21,30.0,C
2020,11,22,10.3,C
2020,11,23,21.8,C
2020,11,24,18.1,C
2020,11,25,13.7,C
2020,11,26,10.2,C
2020,11,27,16.4,C
2020,11,28,14.5,C
2020,11,29,15.9,C
2020,11,30,16.5,C
2020,12,1,12.9,C
2020,12,2,15.2,C
2020,12,3,22.2,C
2020,12,4,21.7,C
2020,12,5,19.5,C
2020,12,6,10.9,C
2020,12,7,11.2,C
2020,12,8,13.7,C
2020,12,9,11.8,C
2020,12,10,7.8,C
2020,12,11,10.1,C
2020,12,12,10.9,C
2020,12,13,15.5,C
2020,12,14,13.7,C
2020,12,15,17.0,C
2020,12,16,13.5,C
2020,12,17,11.2,C
2020,12,18,15.0,C
2020,12,19,20.9,C
2020,12,20,19.1,C
2020,12,21,14.8,C
2020,12,22,12.8,C
2020,12,23,7.1,C
2020,12,24,8.9,C
2020,12,25,15.3,C
2020,12,26,18.5,C
2020,12,27,5.9,C
2020,12,28,18.2,C
2020,12,29,12.9,C
2020,12,30,29.6,C
2020,12,31,20.3,C
2021,1,1,11.6,C
2021,1,2,15.2,C
2021,1,3,10.3,C
2021,1,4,7.1,C
2021,1,5,8.0,C
2021,1,6,10.0,C
2021,1,7,19.5,C
2021,1,8,22.2,C
2021,1,9,14.5,C
2021,1,10,12.9,C
2021,1,11,21.3,C
2021,1,12,14.4,C
2021,1,13,9.3,C
2021,1,14,8.6,C
2021,1,15,6.5,C
2021,1,16,18.2,C
2021,1,17,19.9,C
2021,1,18,8.9,C
2021,1,19,15.8,C
2021,1,20,9.5,C
2021,1,21,10.6,C
2021,1,22,8.3,C
2021,1,23,7.5,C
2021,1,24,22.3,C
2021,1,25,8.0,C
2021,1,26,6.2,C
2021,1,27,8.2,C
2021,1,28,10.4,C
2021,1,29,19.8,C
2021,1,30,16.2,C
2021,1,31,10.1,C
2021,2,1,8.5,C
2021,2,2,16.4,C
2021,2,3,23.3,C
2021,2,4,13.5,C
2021,2,5,13.0,C
2021,2,6,6.5,C
2021,2,7,10.5,C
2021,2,8,20.8,C
2021,2,9,29.8,C
2021,2,10,18.2,C
2021,2,11,9.5,C
2021,2,12,10.1,C
2021,2,13,8.5,C
2021,2,14,6.1,C
2021,2,15,12.4,C
2021,2,16,11.3,C
2021,2,17,15.5,C
2021,2,18,16.6,C
2021,2,19,12.8,C
2021,2,20,9.4,C
2021,2,21,10.0,C
2021,2,22,7.9,C
2021,2,23,14.8,C
2021,2,24,25.9,C
2021,2,25,15.3,C
2021,2,26,6.0,C
2021,2,27,9.7,C
2021,2,28,18.7,C
2021,3,1,6.4,C
2021,3,2,19.3,C
2021,3,3,24.7,C
2021,3,4,10.9,C
2021,3,5,13.5,C
2021,3,6,6.8,C
2021,3,7,8.9,C
2021,3,8,21.8,#
2021,3,9,18.9,C
2021,3,10,30.5,C
2021,3,11,16.0,C
2021,3,12,6.9,C
2021,3,13,23.6,C
2021,3,14,17.7,C
2021,3,15,13.0,C
2021,3,16,6.9,C
2021,3,17,10.9,C
2021,3,18,14.4,C
2021,3,19,11.9,C
2021,3,20,8.9,C
2021,3,21,16.3,C
2021,3,22,15.0,C
2021,3,23,7.3,C
2021,3,24,7.2,C
2021,3,25,25.2,C
2021,3,26,22.2,C
2021,3,27,8.4,C
2021,3,28,6.1,C
2021,3,29,6.0,C
2021,3,30,11.7,C
2021,3,31,13.2,C
2021,4,1,10.6,C
2021,4,2,7.0,C
2021,4,3,5.4,C
2021,4,4,14.4,C
2021,4,5,22.8,C
2021,4,6,18.7,C
2021,4,7,27.4,C
2021,4,8,17.8,C
2021,4,9,15.5,C
2021,4,10,25.9,C
2021,4,11,23.6,C
2021,4,12,7.9,C
2021,4,13,8.5,C
2021,4,14,22.0,C
2021,4,15,28.5,C
2021,4,16,19.3,C
2021,4,17,10.5,C
2021,4,18,28.2,C
2021,4,19,35.8,C
2021,4,20,27.0,C
2021,4,21,18.4,C
2021,4,22,13.5,C
2021,4,23,14.3,C
2021,4,24,23.6,C
2021,4,25,22.3,C
2021,4,26,29.2,C
2021,4,27,18.3,C
2021,4,28,13.0,C
2021,4,29,12.5,C
2021,4,30,8.8,C
2021,5,1,5.9,C
2021,5,2,12.4,C
2021,5,3,27.4,C
2021,5,4,13.8,C
2021,5,5,11.4,C
2021,5,6,23.2,C
2021,5,7,7.5,C
2021,5,8,7.0,C
2021,5,9,9.8,C
2021,5,10,13.7,C
2021,5,11,12.2,C
2021,5,12,11.3,C
2021,5,13,12.8,C
2021,5,14,14.8,C
2021,5,15,14.5,C
2021,5,16,12.8,C
2021,5,17,10.0,C
2021,5,18,11.7,C
2021,5,19,15.5,C
2021,5,20,11.3,C
2021,5,21,13.5,C
2021,5,22,11.0,C
2021,5,23,14.1,C
2021,5,24,4.9,C
2021,5,25,8.6,C
2021,5,26,8.1,C
2021,5,27,7.1,C
2021,5,28,8.0,C
2021,5,29,9.8,C
2021,5,30,8.9,C
2021,5,31,8.7,C
2021,6,1,12.8,C
2021,6,2,5.6,C
2021,6,3,9.6,C
2021,6,4,8.0,C
2021,6,5,6.4,C
2021,6,6,13.8,C
2021,6,7,22.0,C
2021,6,8,17.8,C
2021,6,9,17.3,C
2021,6,10,20.4,C
2021,6,11,27.1,C
2021,6,12,33.4,C
2021,6,13,21.1,C
2021,6,14,13.8,C
2021,6,15,7.0,C
2021,6,16,12.8,C
2021,6,17,8.8,C
2021,6,18,9.7,C
2021,6,19,9.7,C
2021,6,20,9.4,C
2021,6,21,7.0,C
2021,6,22,6.6,C
2021,6,23,4.8,C
2021,6,24,13.2,C
2021,6,25,9.5,#
2021,6,26,5.2,#
2021,6,27,5.8,#
2021,6,28,12.0,#
2021,6,29,***,
2021,6,30,***,
2021,7,1,14.8,C
2021,7,2,15.0,C
2021,7,3,12.7,C
2021,7,4,14.1,C
2021,7,5,18.4,C
2021,7,6,18.3,C
2021,7,7,26.0,C
2021,7,8,21.2,#
2021,7,9,12.8,#
2021,7,10,13.8,C
2021,7,11,17.2,C
2021,7,12,14.0,C
2021,7,13,8.8,C
2021,7,14,9.9,C
2021,7,15,11.8,C
2021,7,16,5.0,C
2021,7,17,11.3,C
2021,7,18,19.0,C
2021,7,19,38.9,C
2021,7,20,30.0,C
2021,7,21,27.5,C
2021,7,22,8.8,C
2021,7,23,8.8,C
2021,7,24,7.8,C
2021,7,25,6.6,C
2021,7,26,6.1,C
2021,7,27,7.3,C
2021,7,28,6.8,C
2021,7,29,4.5,C
2021,7,30,5.8,C
2021,7,31,7.5,C
2021,8,1,7.8,C
2021,8,2,6.3,C
2021,8,3,16.8,C
2021,8,4,10.5,C
2021,8,5,11.6,C
2021,8,6,11.5,C
2021,8,7,7.4,C
2021,8,8,6.3,C
2021,8,9,8.0,C
2021,8,10,4.2,C
2021,8,11,11.0,C
2021,8,12,8.6,C
2021,8,13,5.3,C
2021,8,14,7.5,C
2021,8,15,10.0,C
2021,8,16,6.5,C
2021,8,17,7.8,C
2021,8,18,7.2,C
2021,8,19,9.5,C
2021,8,20,8.3,C
2021,8,21,9.2,C
2021,8,22,7.9,C
2021,8,23,8.0,C
2021,8,24,8.3,C
2021,8,25,10.7,C
2021,8,26,10.1,C
2021,8,27,10.4,C
2021,8,28,7.9,#
2021,8,29,10.7,C
2021,8,30,8.8,C
2021,8,31,6.5,C
2021,9,1,18.3,C
2021,9,2,10.6,C
2021,9,3,8.3,C
2021,9,4,12.3,C
2021,9,5,11.0,C
2021,9,6,9.1,C
2021,9,7,16.1,C
2021,9,8,8.8,C
2021,9,9,12.9,C
2021,9,10,13.9,C
2021,9,11,6.2,C
2021,9,12,7.8,C
2021,9,13,6.4,C
2021,9,14,6.8,C
2021,9,15,7.3,C
2021,9,16,10.5,C
2021,9,17,11.3,C
2021,9,18,21.1,C
2021,9,19,19.3,C
2021,9,20,7.4,C
2021,9,21,6.8,C
2021,9,22,12.6,C
2021,9,23,20.1,C
2021,9,24,29.4,C
2021,9,25,23.5,C
2021,9,26,16.9,C
2021,9,27,12.4,C
2021,9,28,10.3,C
2021,9,29,6.7,C
2021,9,30,6.8,C
2021,10,1,7.8,C
2021,10,2,14.8,C
2021,10,3,21.3,C
2021,10,4,21.2,#
2021,10,5,27.8,C
2021,10,6,26.0,C
2021,10,7,32.9,C
2021,10,8,45.4,#
2021,10,9,64.8,#
2021,10,10,31.1,#
2021,10,11,25.9,#
2021,10,12,29.3,C
2021,10,13,44.8,C
2021,10,14,24.5,C
2021,10,15,9.0,C
2021,10,16,22.1,#
2021,10,17,21.1,C
2021,10,18,10.9,C
2021,10,19,11.9,C
2021,10,20,21.0,C
2021,10,21,15.7,C
2021,10,22,18.8,C
2021,10,23,14.6,C
2021,10,24,15.4,C
2021,10,25,12.7,C
2021,10,26,12.2,C
2021,10,27,15.5,#
2021,10,28,16.1,C
2021,10,29,20.9,C
2021,10,30,12.8,C
2021,10,31,17.4,C
2021,11,1,20.6,C
2021,11,2,25.4,C
2021,11,3,23.0,C
2021,11,4,20.6,C
2021,11,5,12.5,C
2021,11,6,5.8,C
2021,11,7,16.4,C
2021,11,8,24.3,C
2021,11,9,17.8,C
2021,11,10,12.8,C
2021,11,11,8.4,C
2021,11,12,9.9,C
2021,11,13,11.0,C
2021,11,14,13.0,C
2021,11,15,11.5,C
2021,11,16,9.0,C
2021,11,17,9.0,C
2021,11,18,9.0,C
2021,11,19,8.8,C
2021,11,20,24.0,C
2021,11,21,11.8,C
2021,11,22,18.9,C
2021,11,23,16.9,C
2021,11,24,9.3,C
2021,11,25,7.8,C
2021,11,26,13.3,C
2021,11,27,10.8,C
2021,11,28,7.9,C
2021,11,29,8.6,C
2021,11,30,18.2,C
2021,12,1,20.1,C
2021,12,2,13.6,C
2021,12,3,15.8,C
2021,12,4,12.1,C
2021,12,5,10.7,C
2021,12,6,9.5,C
2021,12,7,18.1,C
2021,12,8,21.7,C
2021,12,9,13.4,C
2021,12,10,15.3,C
2021,12,11,12.8,C
2021,12,12,6.0,C
2021,12,13,11.7,C
2021,12,14,11.6,C
2021,12,15,8.0,C
2021,12,16,10.0,C
2021,12,17,19.0,C
2021,12,18,17.6,C
2021,12,19,13.3,C
2021,12,20,13.3,C
2021,12,21,16.0,C
2021,12,22,9.2,C
2021,12,23,10.2,C
2021,12,24,4.4,C
2021,12,25,9.8,C
2021,12,26,20.1,C
2021,12,27,18.3,C
2021,12,28,8.8,C
2021,12,29,9.0,C
2021,12,30,13.0,C
2021,12,31,15.1,C
2022,1,1,10.3,C
2022,1,2,12.3,C
2022,1,3,9.5,C
2022,1,4,14.8,C
2022,1,5,6.1,C
2022,1,6,14.0,C
2022,1,7,11.5,C
2022,1,8,10.9,C
2022,1,9,12.2,C
2022,1,10,8.9,C
2022,1,11,18.5,C
2022,1,12,7.3,C
2022,1,13,10.6,C
2022,1,14,20.9,C
2022,1,15,13.3,C
2022,1,16,10.5,C
2022,1,17,7.5,C
2022,1,18,9.8,C
2022,1,19,9.9,C
2022,1,20,10.9,C
2022,1,21,17.8,C
2022,1,22,16.1,#
2022,1,23,***,
2022,1,24,***,
2022,1,25,***,
2022,1,26,15.8,#
2022,1,27,10.4,C
2022,1,28,18.9,C
2022,1,29,10.2,C
2022,1,30,16.8,C
2022,1,31,14.8,C
2022,2,1,11.8,C
2022,2,2,9.8,C
2022,2,3,12.6,C
2022,2,4,15.7,C
2022,2,5,***,
2022,2,6,***,
2022,2,7,***,
2022,2,8,***,
2022,2,9,10.2,#
2022,2,10,12.3,C
2022,2,11,13.8,C
2022,2,12,12.3,C
2022,2,13,11.5,C
2022,2,14,14.2,C
2022,2,15,14.4,C
2022,2,16,23.5,C
2022,2,17,28.8,C
2022,2,18,32.0,C
2022,2,19,19.7,C
2022,2,20,23.0,C
2022,2,21,17.1,C
2022,2,22,16.0,C
2022,2,23,18.3,C
2022,2,24,11.0,C
2022,2,25,10.2,C
2022,2,26,8.5,C
2022,2,27,16.7,C
2022,2,28,10.9,C
2022,3,1,5.6,C
2022,3,2,14.5,C
2022,3,3,21.8,C
2022,3,4,9.8,C
2022,3,5,13.9,C
2022,3,6,30.0,C
2022,3,7,13.6,C
2022,3,8,18.5,C
2022,3,9,12.1,C
2022,3,10,10.2,C
2022,3,11,8.2,C
2022,3,12,9.6,C
2022,3,13,8.6,C
2022,3,14,5.9,C
2022,3,15,11.0,C
2022,3,16,17.9,C
2022,3,17,7.7,C
2022,3,18,4.4,C
2022,3,19,12.6,C
2022,3,20,20.3,C
2022,3,21,11.9,C
2022,3,22,11.1,C
2022,3,23,14.0,C
2022,3,24,21.5,C
2022,3,25,17.9,C
2022,3,26,6.3,C
2022,3,27,11.5,C
2022,3,28,10.9,C
2022,3,29,10.7,C
2022,3,30,9.7,C
2022,3,31,15.0,C
2022,4,1,21.9,C
2022,4,2,17.2,C
2022,4,3,17.5,C
2022,4,4,19.4,C
2022,4,5,12.4,C
2022,4,6,11.1,C
2022,4,7,13.2,C
2022,4,8,14.7,C
2022,4,9,15.6,C
2022,4,10,9.6,C
2022,4,11,7.0,C
2022,4,12,9.4,C
2022,4,13,5.9,C
2022,4,14,9.4,C
2022,4,15,32.8,C
2022,4,16,35.1,C
2022,4,17,24.0,C
2022,4,18,12.9,C
2022,4,19,9.9,C
2022,4,20,8.6,C
2022,4,21,12.9,C
2022,4,22,9.6,C
2022,4,23,11.6,C
2022,4,24,12.9,C
2022,4,25,14.8,C
2022,4,26,12.5,C
2022,4,27,13.9,C
2022,4,28,15.7,C
2022,4,29,10.8,C
2022,4,30,25.3,C
2022,5,1,21.3,C
2022,5,2,15.8,C
2022,5,3,15.3,C
2022,5,4,14.9,C
2022,5,5,15.7,C
2022,5,6,17.4,C
2022,5,7,11.1,C
2022,5,8,15.5,C
2022,5,9,17.3,C
2022,5,10,21.2,C
2022,5,11,13.4,C
2022,5,12,8.6,C
2022,5,13,5.5,C
2022,5,14,18.8,C
2022,5,15,23.6,C
2022,5,16,13.4,C
2022,5,17,15.3,C
2022,5,18,19.5,C
2022,5,19,12.6,C
2022,5,20,13.4,C
2022,5,21,16.0,C
2022,5,22,31.3,C
2022,5,23,27.2,C
2022,5,24,12.2,C
2022,5,25,16.1,C
2022,5,26,13.2,C
2022,5,27,5.7,C
2022,5,28,14.8,C
2022,5,29,13.7,C
2022,5,30,14.9,C
2022,5,31,9.5,C
2022,6,1,8.1,C
2022,6,2,11.5,C
2022,6,3,10.1,C
2022,6,4,16.0,C
2022,6,5,13.4,C
2022,6,6,7.1,C
2022,6,7,5.1,C
2022,6,8,11.5,C
2022,6,9,11.2,C
2022,6,10,8.2,C
2022,6,11,7.9,C
2022,6,12,10.0,C
2022,6,13,11.7,C
2022,6,14,8.5,C
2022,6,15,7.9,C
2022,6,16,7.4,C
2022,6,17,11.9,C
2022,6,18,13.8,C
2022,6,19,16.3,C
2022,6,20,16.0,C
2022,6,21,15.3,C
2022,6,22,10.4,C
2022,6,23,10.5,C
2022,6,24,8.8,C
2022,6,25,8.0,C
2022,6,26,10.3,C
2022,6,27,10.5,C
2022,6,28,9.1,C
2022,6,29,14.7,C
2022,6,30,27.2,C
2022,7,1,46.7,C
2022,7,2,60.9,C
2022,7,3,28.7,C
2022,7,4,20.3,C
2022,7,5,13.6,C
2022,7,6,7.6,C
2022,7,7,17.8,C
2022,7,8,18.2,C
2022,7,9,26.4,C
2022,7,10,18.5,C
2022,7,11,11.4,C
2022,7,12,10.5,C
2022,7,13,10.7,C
2022,7,14,10.0,C
2022,7,15,7.4,C
2022,7,16,9.5,C
2022,7,17,11.0,C
2022,7,18,9.7,C
2022,7,19,13.9,C
2022,7,20,17.4,C
2022,7,21,11.4,C
2022,7,22,7.7,C
2022,7,23,8.8,C
2022,7,24,8.3,C
2022,7,25,9.4,C
2022,7,26,11.3,C
2022,7,27,7.4,#
2022,7,28,8.3,C
2022,7,29,6.4,C
2022,7,30,5.8,C
2022,7,31,7.5,C
2022,8,1,7.2,C
2022,8,2,7.8,C
2022,8,3,6.0,C
2022,8,4,12.5,C
2022,8,5,8.1,C
2022,8,6,9.1,C
2022,8,7,18.0,C
2022,8,8,20.9,C
2022,8,9,46.8,C
2022,8,10,52.8,C
2022,8,11,23.9,C
2022,8,12,5.8,C
2022,8,13,9.8,C
2022,8,14,7.8,C
2022,8,15,8.8,C
2022,8,16,15.3,C
2022,8,17,18.1,C
2022,8,18,14.8,C
2022,8,19,16.5,C
2022,8,20,26.9,C
2022,8,21,20.5,C
2022,8,22,7.1,C
2022,8,23,7.3,C
2022,8,24,24.6,C
2022,8,25,36.5,C
2022,8,26,20.1,C
2022,8,27,5.5,C
2022,8,28,15.5,C
2022,8,29,13.6,C
2022,8,30,6.4,C
2022,8,31,6.4,C
2022,9,1,9.0,C
2022,9,2,13.5,C
2022,9,3,12.6,C
2022,9,4,12.3,C
2022,9,5,9.0,C
2022,9,6,13.5,C
2022,9,7,22.7,C
2022,9,8,16.8,C
2022,9,9,8.5,C
2022,9,10,9.3,C
2022,9,11,5.9,C
2022,9,12,6.7,C
2022,9,13,6.7,C
2022,9,14,8.9,C
2022,9,15,7.8,C
2022,9,16,7.3,C
2022,9,17,7.8,C
2022,9,18,7.3,C
2022,9,19,9.1,C
2022,9,20,21.4,C
2022,9,21,32.1,C
2022,9,22,18.1,C
2022,9,23,11.5,C
2022,9,24,21.8,C
2022,9,25,16.8,C
2022,9,26,17.8,C
2022,9,27,31.6,C
2022,9,28,30.5,C
2022,9,29,32.9,C
2022,9,30,24.8,C
2022,10,1,23.3,C
2022,10,2,24.2,C
2022,10,3,11.9,C
2022,10,4,9.3,C
2022,10,5,24.6,C
2022,10,6,23.3,C
2022,10,7,18.9,C
2022,10,8,15.7,C
2022,10,9,14.0,C
2022,10,10,23.3,C
2022,10,11,11.8,C
2022,10,12,12.3,C
2022,10,13,15.6,C
2022,10,14,14.2,C
2022,10,15,11.1,C
2022,10,16,19.5,C
2022,10,17,26.8,C
2022,10,18,18.4,C
2022,10,19,16.0,C
2022,10,20,24.9,C
2022,10,21,18.9,C
2022,10,22,8.7,C
2022,10,23,16.5,C
2022,10,24,27.0,C
2022,10,25,36.3,C
2022,10,26,23.6,C
2022,10,27,18.5,C
2022,10,28,17.1,C
2022,10,29,12.2,C
2022,10,30,17.8,C
2022,10,31,26.0,C
2022,11,1,25.5,C
2022,11,2,24.6,C
2022,11,3,36.9,C
2022,11,4,29.0,C
2022,11,5,13.2,C
2022,11,6,9.7,C
2022,11,7,9.8,C
2022,11,8,8.3,C
2022,11,9,9.3,C
2022,11,10,10.2,C
2022,11,11,13.8,C
2022,11,12,10.1,C
2022,11,13,8.3,C
2022,11,14,19.3,C
2022,11,15,13.4,C
2022,11,16,25.4,C
2022,11,17,10.9,C
2022,11,18,10.6,C
2022,11,19,10.0,C
2022,11,20,12.8,C
2022,11,21,17.6,C
2022,11,22,15.1,C
2022,11,23,14.0,C
2022,11,24,18.8,C
2022,11,25,10.9,C
2022,11,26,8.8,C
2022,11,27,28.7,C
2022,11,28,12.5,C
2022,11,29,10.1,C
2022,11,30,14.3,C
2022,12,1,19.8,C
2022,12,2,15.9,C
2022,12,3,9.7,C
2022,12,4,12.5,C
2022,12,5,17.1,C
2022,12,6,13.9,C
2022,12,7,12.2,C
2022,12,8,7.8,C
2022,12,9,14.5,C
2022,12,10,15.8,C
2022,12,11,20.3,C
2022,12,12,20.1,C
2022,12,13,18.0,C
2022,12,14,16.8,C
2022,12,15,9.5,C
2022,12,16,12.0,C
2022,12,17,27.9,C
2022,12,18,21.3,C
2022,12,19,11.0,#
2022,12,20,10.7,C
2022,12,21,15.3,C
2022,12,22,11.4,C
2022,12,23,9.6,C
2022,12,24,9.1,C
2022,12,25,14.4,C
2022,12,26,12.1,C
2022,12,27,15.8,C
2022,12,28,10.2,C
2022,12,29,14.8,C
2022,12,30,15.6,C
2022,12,31,15.7,C
2023,1,1,12.7,C
2023,1,2,13.2,C
2023,1,3,14.8,C
2023,1,4,14.3,C
2023,1,5,10.3,C
2023,1,6,10.2,C
2023,1,7,15.6,C
2023,1,8,11.8,#
2023,1,9,6.0,C
2023,1,10,8.9,C
2023,1,11,14.4,C
2023,1,12,15.4,C
2023,1,13,8.6,C
2023,1,14,4.0,C
2023,1,15,16.1,C
2023,1,16,18.8,#
2023,1,17,13.5,C
2023,1,18,12.7,C
2023,1,19,5.9,C
2023,1,20,10.7,#
2023,1,21,21.5,C
2023,1,22,7.6,C
2023,1,23,10.5,C
2023,1,24,24.5,#
2023,1,25,13.9,#
2023,1,26,6.0,#
2023,1,27,21.7,C
2023,1,28,16.8,C
2023,1,29,11.3,C
2023,1,30,10.5,C
2023,1,31,10.0,C
2023,2,1,8.2,#
2023,2,2,19.0,C
2023,2,3,17.3,C
2023,2,4,22.3,#
2023,2,5,12.2,#
2023,2,6,3.5,#
2023,2,7,8.7,#
2023,2,8,24.7,#
2023,2,9,13.7,C
2023,2,10,8.4,#
2023,2,11,19.2,C
2023,2,12,12.2,C
2023,2,13,5.6,#
2023,2,14,18.4,#
2023,2,15,14.8,#
2023,2,16,17.2,#
2023,2,17,11.3,C
2023,2,18,5.3,C
2023,2,19,10.3,C
2023,2,20,14.9,C
2023,2,21,32.5,C
2023,2,22,23.3,#
2023,2,23,16.2,C
2023,2,24,7.9,C
2023,2,25,19.8,C
2023,2,26,19.3,C
2023,2,27,24.6,C
2023,2,28,14.9,#
2023,3,1,7.6,#
2023,3,2,23.0,C
2023,3,3,20.0,C
2023,3,4,8.2,#
2023,3,5,13.5,#
2023,3,6,13.6,C
2023,3,7,12.1,C
2023,3,8,7.5,#
2023,3,9,7.2,C
2023,3,10,10.5,C
2023,3,11,11.6,C
2023,3,12,9.3,C
2023,3,13,14.3,C
2023,3,14,19.6,#
2023,3,15,10.7,C
2023,3,16,13.2,C
2023,3,17,16.7,C
2023,3,18,17.1,C
2023,3,19,26.9,C
2023,3,20,17.3,C
2023,3,21,8.7,C
2023,3,22,10.7,C
2023,3,23,12.2,C
2023,3,24,19.5,C
2023,3,25,22.7,C
2023,3,26,10.3,C
2023,3,27,21.6,C
2023,3,28,13.6,C
2023,3,29,21.8,C
2023,3,30,18.0,C
2023,3,31,25.8,C
2023,4,1,13.8,C
2023,4,2,24.0,C
2023,4,3,26.7,C
2023,4,4,23.8,C
2023,4,5,12.8,C
2023,4,6,10.1,C
2023,4,7,17.5,C
2023,4,8,16.5,C
2023,4,9,14.2,C
2023,4,10,16.8,C
2023,4,11,12.3,C
2023,4,12,11.8,C
2023,4,13,25.3,C
2023,4,14,7.4,C
2023,4,15,8.8,C
2023,4,16,11.0,C
2023,4,17,13.8,C
2023,4,18,13.3,C
2023,4,19,8.9,C
2023,4,20,12.5,C
2023,4,21,22.6,C
2023,4,22,30.0,C
2023,4,23,23.4,C
2023,4,24,12.3,C
2023,4,25,7.7,C
2023,4,26,18.8,C
2023,4,27,22.6,C
2023,4,28,13.4,C
2023,4,29,5.7,C
2023,4,30,14.5,C
2023,5,1,27.7,C
2023,5,2,18.3,C
2023,5,3,16.8,C
2023,5,4,17.1,C
2023,5,5,16.0,C
2023,5,6,12.7,C
2023,5,7,8.5,C
2023,5,8,10.4,C
2023,5,9,30.8,C
2023,5,10,30.8,C
2023,5,11,15.0,C
2023,5,12,8.5,C
2023,5,13,5.6,C
2023,5,14,6.8,C
2023,5,15,8.0,C
2023,5,16,11.8,C
2023,5,17,9.2,C
2023,5,18,6.3,C
2023,5,19,11.1,C
2023,5,20,14.8,C
2023,5,21,11.1,C
2023,5,22,9.0,C
2023,5,23,20.1,C
2023,5,24,22.8,C
2023,5,25,17.1,C
2023,5,26,17.5,C
