Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide



DATE,POLLUTANT,SHATIN,TSUEN WAN,CENTRAL,EASTERN,KWUN TONG,TUEN MUN,TUNG CHUNG,SHAM SHUI PO,SOUTHERN,YUEN LONG,CENTRAL/WESTERN,NORTH,KWAI CHUNG,TAP MUN,TSEUNG KWAN O,TAI PO,MONG KOK,CAUSEWAY BAY
03-07-2011,Nitrogen Dioxide,29,41,73,25,48,N.A.,11,33,N.A.,29,18,N.A.,43,6,N.A.,25,88,81
03-07-2011,Nitrogen Oxides,38,71,190,N.A.,112,N.A.,19,58,N.A.,57,36,N.A.,110,8,N.A.,N.A.,299,233
03-07-2011,Ozone,23,17,13,35,12,N.A.,41,20,N.A.,28,30,N.A.,13,43,N.A.,14,4,13
03-07-2011,Respirable Suspended Particulates,22,25,31,21,26,N.A.,16,24,N.A.,21,19,N.A.,25,22,N.A.,26,27,37
03-07-2011,Sulphur Dioxide,13,14,12,5,6,N.A.,7,13,N.A.,8,12,N.A.,45,5,N.A.,7,8,9
04-07-2011,Carbon Monoxide,N.A.,21,60,N.A.,N.A.,N.A.,40,N.A.,N.A.,20,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,70,54
04-07-2011,Fine Suspended Particulates ,N.A.,18,22,13,20,N.A.,9,N.A.,N.A.,15,N.A.,N.A.,16,13,N.A.,N.A.,18,31
04-07-2011,Nitrogen Dioxide,37,42,89,34,56,N.A.,17,35,N.A.,33,20,N.A.,49,N.A.,N.A.,33,88,102
04-07-2011,Nitrogen Oxides,55,78,264,N.A.,154,N.A.,28,66,N.A.,70,47,N.A.,144,N.A.,N.A.,N.A.,306,329
04-07-2011,Ozone,19,15,9,28,9,N.A.,35,19,N.A.,21,28,N.A.,8,N.A.,N.A.,15,4,12
04-07-2011,Respirable Suspended Particulates,22,25,35,17,27,N.A.,14,23,N.A.,21,19,N.A.,24,19,N.A.,26,26,43
04-07-2011,Sulphur Dioxide,22,18,15,10,10,N.A.,7,14,N.A.,11,11,N.A.,51,N.A.,N.A.,8,7,15
05-07-2011,Carbon Monoxide,N.A.,17,59,N.A.,N.A.,N.A.,43,N.A.,N.A.,20,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,60,68
05-07-2011,Fine Suspended Particulates ,N.A.,16,N.A.,11,17,N.A.,8,N.A.,N.A.,14,N.A.,N.A.,15,12,N.A.,N.A.,16,19
05-07-2011,Nitrogen Dioxide,37,37,85,29,56,N.A.,19,35,N.A.,38,20,N.A.,49,N.A.,N.A.,21,85,102
05-07-2011,Nitrogen Oxides,64,76,283,N.A.,168,N.A.,35,80,N.A.,87,46,N.A.,144,N.A.,N.A.,N.A.,291,361
05-07-2011,Ozone,15,14,5,26,7,N.A.,28,15,N.A.,17,24,N.A.,7,N.A.,N.A.,20,3,11
05-07-2011,Respirable Suspended Particulates,20,21,32,16,25,N.A.,12,22,N.A.,21,14,N.A.,22,19,N.A.,21,25,33
05-07-2011,Sulphur Dioxide,20,15,12,8,9,N.A.,7,20,N.A.,18,10,N.A.,37,N.A.,N.A.,6,8,15
06-07-2011,Carbon Monoxide,N.A.,15,44,N.A.,N.A.,N.A.,44,N.A.,N.A.,17,N.A.,N.A.,N.A.,56,N.A.,N.A.,60,61
06-07-2011,Fine Suspended Particulates ,N.A.,14,N.A.,10,16,N.A.,8,N.A.,N.A.,13,N.A.,N.A.,15,11,N.A.,N.A.,14,20
06-07-2011,Nitrogen Dioxide,32,38,71,26,50,N.A.,16,33,N.A.,32,20,N.A.,45,13,N.A.,25,90,92
06-07-2011,Nitrogen Oxides,56,79,232,N.A.,149,N.A.,27,78,N.A.,70,51,N.A.,148,22,N.A.,N.A.,305,324
06-07-2011,Ozone,18,12,5,23,7,N.A.,31,15,N.A.,22,N.A.,N.A.,9,29,N.A.,19,3,10
06-07-2011,Respirable Suspended Particulates,18,20,28,13,23,N.A.,13,21,N.A.,18,14,N.A.,22,17,N.A.,21,24,31
06-07-2011,Sulphur Dioxide,18,15,10,7,9,N.A.,8,18,N.A.,10,11,N.A.,48,7,N.A.,10,8,14
07-07-2011,Carbon Monoxide,N.A.,14,50,N.A.,N.A.,N.A.,43,N.A.,N.A.,17,N.A.,N.A.,N.A.,61,N.A.,N.A.,62,57
07-07-2011,Fine Suspended Particulates ,N.A.,12,N.A.,10,16,N.A.,6,N.A.,N.A.,12,N.A.,N.A.,13,11,N.A.,N.A.,14,22
07-07-2011,Nitrogen Dioxide,32,38,83,25,53,N.A.,13,34,N.A.,31,18,N.A.,46,13,N.A.,27,88,80
07-07-2011,Nitrogen Oxides,53,76,266,N.A.,157,N.A.,22,78,N.A.,69,44,N.A.,143,19,N.A.,N.A.,295,260
07-07-2011,Ozone,18,14,6,27,6,N.A.,34,15,N.A.,19,26,N.A.,9,34,N.A.,19,3,11
07-07-2011,Respirable Suspended Particulates,19,20,32,16,25,N.A.,12,22,N.A.,18,14,N.A.,22,17,N.A.,22,26,33
07-07-2011,Sulphur Dioxide,19,12,10,7,8,N.A.,7,18,N.A.,9,10,N.A.,48,6,N.A.,7,7,12
08-07-2011,Carbon Monoxide,N.A.,17,63,N.A.,N.A.,N.A.,48,N.A.,N.A.,21,N.A.,N.A.,N.A.,72,N.A.,N.A.,67,59
08-07-2011,Fine Suspended Particulates ,N.A.,15,17,9,17,N.A.,9,N.A.,N.A.,15,N.A.,N.A.,15,13,N.A.,N.A.,16,24
08-07-2011,Nitrogen Dioxide,39,42,94,30,63,N.A.,19,40,N.A.,41,21,N.A.,54,17,N.A.,31,99,89
08-07-2011,Nitrogen Oxides,59,73,289,N.A.,161,N.A.,30,78,N.A.,82,44,N.A.,146,24,N.A.,N.A.,318,284
08-07-2011,Ozone,20,18,7,31,7,N.A.,41,17,N.A.,25,30,N.A.,9,36,N.A.,27,3,12
08-07-2011,Respirable Suspended Particulates,22,24,36,15,28,N.A.,16,24,N.A.,23,16,N.A.,24,20,N.A.,25,29,34
08-07-2011,Sulphur Dioxide,25,13,10,9,8,N.A.,7,18,N.A.,15,9,N.A.,49,7,N.A.,7,8,13
09-07-2011,Carbon Monoxide,N.A.,22,66,N.A.,N.A.,N.A.,54,N.A.,N.A.,28,N.A.,N.A.,N.A.,84,N.A.,N.A.,73,76
09-07-2011,Fine Suspended Particulates ,N.A.,20,20,16,23,N.A.,14,N.A.,N.A.,20,N.A.,N.A.,16,26,N.A.,N.A.,21,30
09-07-2011,Nitrogen Dioxide,47,49,95,45,70,N.A.,32,49,N.A.,47,30,N.A.,61,24,N.A.,49,110,110
09-07-2011,Nitrogen Oxides,65,82,278,N.A.,166,N.A.,55,92,N.A.,81,56,N.A.,140,31,N.A.,N.A.,322,353
09-07-2011,Ozone,20,18,9,29,9,N.A.,33,18,N.A.,27,32,N.A.,11,49,N.A.,26,4,11
09-07-2011,Respirable Suspended Particulates,30,30,41,26,35,N.A.,20,31,N.A.,29,22,N.A.,25,36,N.A.,42,34,42
09-07-2011,Sulphur Dioxide,19,14,10,9,6,N.A.,8,19,N.A.,11,10,N.A.,37,9,N.A.,7,8,13
10-07-2011,Carbon Monoxide,N.A.,45,88,N.A.,N.A.,N.A.,79,N.A.,N.A.,55,N.A.,N.A.,N.A.,112,N.A.,N.A.,91,110
10-07-2011,Fine Suspended Particulates ,N.A.,51,48,42,51,N.A.,44,N.A.,N.A.,49,N.A.,N.A.,44,66,N.A.,N.A.,46,53
10-07-2011,Nitrogen Dioxide,72,79,143,74,99,N.A.,58,77,N.A.,73,46,N.A.,95,34,N.A.,68,158,154
10-07-2011,Nitrogen Oxides,96,107,336,N.A.,165,N.A.,80,119,N.A.,111,71,N.A.,159,43,N.A.,N.A.,366,430
10-07-2011,Ozone,42,48,17,61,37,N.A.,76,53,N.A.,58,68,N.A.,31,122,N.A.,44,12,19
10-07-2011,Respirable Suspended Particulates,52,67,70,52,61,N.A.,57,58,N.A.,63,48,N.A.,56,80,N.A.,68,64,66
10-07-2011,Sulphur Dioxide,24,30,25,30,23,N.A.,25,41,N.A.,27,25,N.A.,56,16,N.A.,19,32,26
11-07-2011,Carbon Monoxide,N.A.,53,122,N.A.,N.A.,N.A.,82,N.A.,N.A.,56,N.A.,N.A.,N.A.,90,N.A.,N.A.,109,137
11-07-2011,Fine Suspended Particulates ,N.A.,54,62,45,54,N.A.,48,N.A.,N.A.,49,N.A.,N.A.,53,49,N.A.,N.A.,58,63
11-07-2011,Nitrogen Dioxide,82,90,164,73,102,N.A.,58,101,N.A.,78,71,N.A.,106,15,N.A.,76,167,166
11-07-2011,Nitrogen Oxides,105,126,442,N.A.,171,N.A.,71,177,N.A.,102,100,N.A.,195,19,N.A.,N.A.,406,485
11-07-2011,Ozone,30,27,10,51,16,N.A.,70,24,N.A.,52,45,N.A.,14,97,N.A.,35,4,10
11-07-2011,Respirable Suspended Particulates,60,68,83,53,61,N.A.,60,67,N.A.,59,62,N.A.,65,55,N.A.,62,71,82
11-07-2011,Sulphur Dioxide,18,27,19,20,16,N.A.,23,49,N.A.,20,25,N.A.,46,12,N.A.,11,33,25
12-07-2011,Carbon Monoxide,N.A.,47,110,N.A.,N.A.,N.A.,74,N.A.,N.A.,50,N.A.,N.A.,N.A.,60,N.A.,N.A.,106,90
12-07-2011,Fine Suspended Particulates ,N.A.,31,41,28,31,N.A.,N.A.,N.A.,N.A.,25,N.A.,N.A.,28,17,N.A.,N.A.,39,47
12-07-2011,Nitrogen Dioxide,62,76,154,81,76,N.A.,66,99,N.A.,72,78,N.A.,86,6,N.A.,48,146,123
12-07-2011,Nitrogen Oxides,78,116,409,N.A.,125,N.A.,85,181,N.A.,114,117,N.A.,181,8,N.A.,N.A.,359,296
12-07-2011,Ozone,32,28,6,38,36,N.A.,35,20,N.A.,25,29,N.A.,23,78,N.A.,36,6,17
12-07-2011,Respirable Suspended Particulates,30,40,55,32,39,N.A.,N.A.,44,N.A.,31,36,N.A.,35,23,N.A.,26,48,62
12-07-2011,Sulphur Dioxide,5,10,18,7,6,N.A.,12,25,N.A.,8,14,N.A.,20,6,N.A.,5,14,14
13-07-2011,Carbon Monoxide,N.A.,27,66,N.A.,N.A.,N.A.,52,N.A.,N.A.,26,N.A.,N.A.,N.A.,55,N.A.,N.A.,89,48
13-07-2011,Fine Suspended Particulates ,N.A.,12,15,9,11,N.A.,10,N.A.,N.A.,10,N.A.,N.A.,11,9,N.A.,N.A.,19,28
13-07-2011,Nitrogen Dioxide,29,44,102,49,42,N.A.,27,55,N.A.,36,39,N.A.,45,5,N.A.,23,101,82
13-07-2011,Nitrogen Oxides,38,73,267,N.A.,76,N.A.,37,104,N.A.,52,63,N.A.,91,9,N.A.,N.A.,289,194
13-07-2011,Ozone,38,29,8,31,30,N.A.,47,22,N.A.,31,27,N.A.,28,58,N.A.,27,5,16
13-07-2011,Respirable Suspended Particulates,14,16,26,13,16,N.A.,13,20,N.A.,14,13,N.A.,15,15,N.A.,15,25,39
13-07-2011,Sulphur Dioxide,4,3,10,3,3,N.A.,9,7,N.A.,5,7,N.A.,4,5,N.A.,5,N.A.,7
14-07-2011,Carbon Monoxide,N.A.,29,78,N.A.,N.A.,N.A.,54,N.A.,N.A.,37,N.A.,N.A.,N.A.,59,N.A.,N.A.,89,58
14-07-2011,Fine Suspended Particulates ,N.A.,14,17,9,12,N.A.,9,N.A.,N.A.,11,N.A.,N.A.,12,8,N.A.,N.A.,18,29
14-07-2011,Nitrogen Dioxide,41,50,108,53,51,N.A.,37,64,N.A.,41,48,N.A.,52,7,N.A.,32,99,87
14-07-2011,Nitrogen Oxides,65,101,328,N.A.,107,N.A.,62,127,N.A.,75,87,N.A.,116,12,N.A.,N.A.,286,229
14-07-2011,Ozone,23,19,6,28,21,N.A.,31,16,N.A.,22,18,N.A.,20,51,N.A.,17,4,12
14-07-2011,Respirable Suspended Particulates,15,18,28,13,18,N.A.,13,23,N.A.,16,14,N.A.,16,14,N.A.,14,27,41
14-07-2011,Sulphur Dioxide,5,7,12,5,6,N.A.,10,9,N.A.,7,10,N.A.,7,6,N.A.,7,3,9
15-07-2011,Carbon Monoxide,N.A.,32,82,N.A.,N.A.,N.A.,59,N.A.,N.A.,47,N.A.,N.A.,N.A.,66,N.A.,N.A.,88,88
15-07-2011,Fine Suspended Particulates ,N.A.,15,17,7,13,N.A.,7,N.A.,N.A.,10,N.A.,N.A.,17,6,N.A.,N.A.,16,27
15-07-2011,Nitrogen Dioxide,57,64,123,52,67,N.A.,44,67,N.A.,52,44,N.A.,68,6,N.A.,41,109,128
15-07-2011,Nitrogen Oxides,114,152,401,N.A.,153,N.A.,76,143,N.A.,108,108,N.A.,213,11,N.A.,N.A.,334,412
15-07-2011,Ozone,11,8,7,30,13,N.A.,23,12,N.A.,16,25,N.A.,11,52,N.A.,12,3,11
15-07-2011,Respirable Suspended Particulates,17,20,26,10,18,N.A.,11,20,N.A.,14,15,N.A.,21,12,N.A.,14,25,37
15-07-2011,Sulphur Dioxide,9,17,13,4,7,N.A.,8,19,N.A.,11,10,N.A.,35,5,N.A.,6,7,9
16-07-2011,Carbon Monoxide,N.A.,30,64,N.A.,N.A.,N.A.,57,N.A.,N.A.,37,N.A.,N.A.,N.A.,73,N.A.,N.A.,76,74
16-07-2011,Fine Suspended Particulates ,N.A.,12,13,6,15,N.A.,5,N.A.,N.A.,8,N.A.,N.A.,15,6,N.A.,N.A.,14,20
16-07-2011,Nitrogen Dioxide,57,57,96,34,75,N.A.,24,54,N.A.,42,21,N.A.,64,10,N.A.,35,102,112
16-07-2011,Nitrogen Oxides,104,112,285,N.A.,215,N.A.,39,113,N.A.,77,40,N.A.,197,15,N.A.,N.A.,326,340
16-07-2011,Ozone,10,12,15,36,5,N.A.,42,14,N.A.,27,37,N.A.,9,44,N.A.,20,4,11
16-07-2011,Respirable Suspended Particulates,19,17,22,10,23,N.A.,9,22,N.A.,13,13,N.A.,21,13,N.A.,14,25,30
16-07-2011,Sulphur Dioxide,21,9,9,3,8,N.A.,7,24,N.A.,14,8,N.A.,30,4,N.A.,5,8,8
17-07-2011,Carbon Monoxide,N.A.,22,47,N.A.,N.A.,N.A.,53,N.A.,N.A.,36,N.A.,N.A.,N.A.,75,N.A.,N.A.,73,70
17-07-2011,Fine Suspended Particulates ,N.A.,15,14,9,14,N.A.,8,N.A.,N.A.,10,N.A.,N.A.,16,11,N.A.,N.A.,13,24
17-07-2011,Nitrogen Dioxide,45,49,67,33,60,N.A.,28,50,N.A.,40,18,N.A.,55,16,N.A.,33,94,105
17-07-2011,Nitrogen Oxides,101,101,165,N.A.,154,N.A.,44,103,N.A.,80,37,N.A.,161,23,N.A.,N.A.,291,334
17-07-2011,Ozone,14,9,13,33,9,N.A.,37,13,N.A.,25,37,N.A.,9,32,N.A.,11,2,11
17-07-2011,Respirable Suspended Particulates,23,25,26,18,23,N.A.,14,26,N.A.,18,17,N.A.,25,20,N.A.,22,28,37
17-07-2011,Sulphur Dioxide,25,18,10,4,8,N.A.,8,24,N.A.,10,9,N.A.,45,7,N.A.,8,7,9
18-07-2011,Carbon Monoxide,N.A.,32,92,N.A.,N.A.,N.A.,70,N.A.,N.A.,53,N.A.,N.A.,N.A.,79,N.A.,N.A.,93,110
18-07-2011,Fine Suspended Particulates ,N.A.,36,39,30,40,N.A.,25,N.A.,N.A.,35,N.A.,N.A.,31,30,N.A.,N.A.,33,44
18-07-2011,Nitrogen Dioxide,52,67,131,64,92,N.A.,37,68,N.A.,54,47,N.A.,72,21,N.A.,43,120,145
18-07-2011,Nitrogen Oxides,76,112,403,N.A.,224,N.A.,51,134,N.A.,92,84,N.A.,152,29,N.A.,N.A.,353,477
18-07-2011,Ozone,23,15,9,30,6,N.A.,48,17,N.A.,38,30,N.A.,12,50,N.A.,26,2,9
18-07-2011,Respirable Suspended Particulates,43,47,54,39,52,N.A.,34,44,N.A.,45,38,N.A.,41,44,N.A.,47,43,58
18-07-2011,Sulphur Dioxide,14,20,17,14,16,N.A.,9,42,N.A.,15,16,N.A.,28,8,N.A.,11,10,16
19-07-2011,Carbon Monoxide,N.A.,33,97,N.A.,N.A.,N.A.,58,N.A.,N.A.,52,N.A.,N.A.,N.A.,59,N.A.,N.A.,92,103
19-07-2011,Fine Suspended Particulates ,N.A.,27,35,17,26,N.A.,16,N.A.,N.A.,23,N.A.,N.A.,28,24,N.A.,N.A.,29,39
19-07-2011,Nitrogen Dioxide,53,63,122,61,73,N.A.,43,72,N.A.,52,47,N.A.,64,18,N.A.,41,116,131
19-07-2011,Nitrogen Oxides,112,160,465,N.A.,182,N.A.,80,199,N.A.,124,102,N.A.,216,25,N.A.,N.A.,413,452
19-07-2011,Ozone,9,7,5,20,5,N.A.,19,8,N.A.,9,16,N.A.,8,33,N.A.,6,2,8
19-07-2011,Respirable Suspended Particulates,31,36,49,21,32,N.A.,23,41,N.A.,29,28,N.A.,35,31,N.A.,29,38,51
19-07-2011,Sulphur Dioxide,14,23,28,12,15,N.A.,9,60,N.A.,14,20,N.A.,39,6,N.A.,6,18,19
20-07-2011,Carbon Monoxide,N.A.,17,80,N.A.,N.A.,N.A.,44,N.A.,N.A.,37,N.A.,N.A.,N.A.,54,N.A.,N.A.,78,79
20-07-2011,Fine Suspended Particulates ,N.A.,16,18,9,18,N.A.,N.A.,N.A.,N.A.,13,N.A.,N.A.,17,8,N.A.,N.A.,17,25
20-07-2011,Nitrogen Dioxide,42,54,98,36,66,N.A.,18,54,N.A.,45,27,N.A.,55,12,N.A.,40,100,97
20-07-2011,Nitrogen Oxides,78,126,344,N.A.,201,N.A.,27,126,N.A.,97,59,N.A.,183,19,N.A.,N.A.,361,320
20-07-2011,Ozone,13,6,6,29,4,N.A.,36,8,N.A.,13,22,N.A.,5,28,N.A.,6,2,10
20-07-2011,Respirable Suspended Particulates,19,25,30,15,25,N.A.,N.A.,23,N.A.,18,17,N.A.,23,18,N.A.,18,26,36
20-07-2011,Sulphur Dioxide,10,21,14,5,8,N.A.,6,21,N.A.,12,10,N.A.,42,5,N.A.,6,6,6
21-07-2011,Carbon Monoxide,N.A.,11,69,N.A.,N.A.,N.A.,45,N.A.,N.A.,33,N.A.,N.A.,N.A.,57,N.A.,N.A.,70,70
21-07-2011,Fine Suspended Particulates ,N.A.,17,19,10,15,N.A.,N.A.,N.A.,N.A.,15,N.A.,N.A.,17,10,N.A.,N.A.,17,25
21-07-2011,Nitrogen Dioxide,46,51,91,34,64,N.A.,20,51,N.A.,42,24,N.A.,61,10,N.A.,34,108,107
21-07-2011,Nitrogen Oxides,74,99,278,N.A.,162,N.A.,34,95,N.A.,83,48,N.A.,175,17,N.A.,N.A.,338,347
21-07-2011,Ozone,17,15,9,38,9,N.A.,41,15,N.A.,20,31,N.A.,6,41,N.A.,16,3,10
21-07-2011,Respirable Suspended Particulates,20,25,30,16,24,N.A.,N.A.,21,N.A.,21,16,N.A.,24,20,N.A.,20,24,37
21-07-2011,Sulphur Dioxide,17,27,12,6,9,N.A.,5,19,N.A.,15,9,N.A.,58,7,N.A.,9,7,10
22-07-2011,Carbon Monoxide,N.A.,15,70,N.A.,N.A.,N.A.,39,N.A.,N.A.,33,N.A.,N.A.,N.A.,60,N.A.,N.A.,75,63
22-07-2011,Fine Suspended Particulates ,N.A.,23,28,16,19,N.A.,N.A.,N.A.,N.A.,18,N.A.,N.A.,19,14,N.A.,N.A.,25,37
22-07-2011,Nitrogen Dioxide,32,48,95,34,40,N.A.,7,47,N.A.,32,20,N.A.,51,5,N.A.,25,93,108
22-07-2011,Nitrogen Oxides,54,117,308,N.A.,78,N.A.,14,101,N.A.,74,42,N.A.,142,11,N.A.,N.A.,319,341
22-07-2011,Ozone,20,11,8,32,17,N.A.,42,14,N.A.,24,28,N.A.,7,45,N.A.,11,2,11
22-07-2011,Respirable Suspended Particulates,23,36,43,27,32,N.A.,N.A.,33,N.A.,29,28,N.A.,29,26,N.A.,24,39,53
22-07-2011,Sulphur Dioxide,6,26,7,4,7,N.A.,4,12,N.A.,12,8,N.A.,31,6,N.A.,6,5,7
23-07-2011,Carbon Monoxide,N.A.,11,60,N.A.,N.A.,N.A.,42,N.A.,N.A.,35,N.A.,N.A.,N.A.,65,N.A.,N.A.,78,69
23-07-2011,Fine Suspended Particulates ,N.A.,21,25,14,18,N.A.,11,N.A.,N.A.,17,N.A.,N.A.,17,14,N.A.,N.A.,21,36
23-07-2011,Nitrogen Dioxide,35,44,88,28,47,N.A.,21,41,N.A.,36,25,N.A.,45,8,N.A.,23,96,107
23-07-2011,Nitrogen Oxides,63,101,286,N.A.,108,N.A.,39,79,N.A.,77,58,N.A.,117,16,N.A.,N.A.,334,359
23-07-2011,Ozone,15,13,7,35,13,N.A.,29,16,N.A.,21,21,N.A.,9,38,N.A.,11,2,10
23-07-2011,Respirable Suspended Particulates,26,32,41,21,31,N.A.,19,30,N.A.,27,25,N.A.,26,24,N.A.,25,32,50
23-07-2011,Sulphur Dioxide,15,25,11,6,9,N.A.,6,17,N.A.,14,13,N.A.,42,9,N.A.,7,8,11
24-07-2011,Carbon Monoxide,N.A.,16,67,N.A.,N.A.,N.A.,56,N.A.,N.A.,44,N.A.,N.A.,N.A.,80,N.A.,N.A.,68,96
24-07-2011,Fine Suspended Particulates ,N.A.,25,30,19,24,N.A.,20,N.A.,N.A.,25,N.A.,N.A.,21,24,N.A.,N.A.,23,33
24-07-2011,Nitrogen Dioxide,46,51,93,45,68,N.A.,51,46,N.A.,47,27,N.A.,54,20,N.A.,36,97,127
24-07-2011,Nitrogen Oxides,82,83,268,N.A.,142,N.A.,72,100,N.A.,88,47,N.A.,130,30,N.A.,N.A.,316,439
24-07-2011,Ozone,20,24,11,38,17,N.A.,43,22,N.A.,40,37,N.A.,11,55,N.A.,37,5,9
24-07-2011,Respirable Suspended Particulates,31,36,46,26,36,N.A.,31,33,N.A.,37,26,N.A.,29,37,N.A.,40,33,46
24-07-2011,Sulphur Dioxide,26,19,15,10,11,N.A.,7,37,N.A.,15,13,N.A.,49,10,N.A.,9,12,14
25-07-2011,Carbon Monoxide,N.A.,23,92,N.A.,N.A.,N.A.,62,N.A.,N.A.,42,N.A.,N.A.,N.A.,84,N.A.,N.A.,76,65
25-07-2011,Fine Suspended Particulates ,N.A.,28,36,23,29,N.A.,27,N.A.,N.A.,28,N.A.,N.A.,26,28,N.A.,N.A.,29,37
25-07-2011,Nitrogen Dioxide,63,62,133,57,79,N.A.,48,62,N.A.,52,57,N.A.,66,17,N.A.,60,113,123
25-07-2011,Nitrogen Oxides,100,109,386,N.A.,158,N.A.,68,115,N.A.,88,97,N.A.,159,26,N.A.,N.A.,476,352
25-07-2011,Ozone,19,19,6,40,14,N.A.,62,21,N.A.,51,31,N.A.,13,68,N.A.,34,3,9
25-07-2011,Respirable Suspended Particulates,37,41,55,31,44,N.A.,41,39,N.A.,41,37,N.A.,36,39,N.A.,51,43,51
25-07-2011,Sulphur Dioxide,33,34,15,16,16,N.A.,12,36,N.A.,23,20,N.A.,63,11,N.A.,16,16,10
26-07-2011,Carbon Monoxide,N.A.,11,73,N.A.,N.A.,N.A.,46,N.A.,N.A.,35,N.A.,N.A.,N.A.,59,N.A.,N.A.,76,58
26-07-2011,Fine Suspended Particulates ,N.A.,18,26,13,15,N.A.,13,N.A.,N.A.,15,N.A.,N.A.,17,11,N.A.,N.A.,22,31
26-07-2011,Nitrogen Dioxide,27,45,100,37,36,N.A.,21,46,N.A.,35,23,N.A.,45,8,N.A.,20,89,108
26-07-2011,Nitrogen Oxides,45,101,349,N.A.,74,N.A.,35,93,N.A.,73,57,N.A.,133,16,N.A.,N.A.,534,365
26-07-2011,Ozone,27,9,6,27,18,N.A.,33,15,N.A.,20,22,N.A.,9,40,N.A.,20,3,9
26-07-2011,Respirable Suspended Particulates,23,27,39,18,24,N.A.,19,26,N.A.,22,21,N.A.,24,17,N.A.,19,31,45
26-07-2011,Sulphur Dioxide,11,27,11,7,8,N.A.,8,14,N.A.,14,12,N.A.,42,10,N.A.,7,9,10
27-07-2011,Carbon Monoxide,N.A.,11,65,N.A.,N.A.,N.A.,44,N.A.,N.A.,39,N.A.,N.A.,N.A.,44,N.A.,N.A.,71,40
27-07-2011,Fine Suspended Particulates ,N.A.,10,18,9,9,N.A.,7,N.A.,N.A.,10,N.A.,N.A.,7,N.A.,N.A.,N.A.,15,27
27-07-2011,Nitrogen Dioxide,16,31,79,32,30,N.A.,22,34,N.A.,26,22,N.A.,29,5,N.A.,14,76,70
27-07-2011,Nitrogen Oxides,28,75,286,N.A.,73,N.A.,42,94,N.A.,65,60,N.A.,79,12,N.A.,N.A.,554,227
27-07-2011,Ozone,22,12,5,21,14,N.A.,18,11,N.A.,16,13,N.A.,12,31,N.A.,14,3,9
27-07-2011,Respirable Suspended Particulates,15,18,34,19,19,N.A.,14,24,N.A.,18,18,N.A.,13,15,N.A.,13,26,44
27-07-2011,Sulphur Dioxide,6,6,7,4,6,N.A.,13,5,N.A.,7,9,N.A.,5,7,N.A.,5,5,6
28-07-2011,Carbon Monoxide,N.A.,29,60,N.A.,N.A.,N.A.,52,N.A.,N.A.,49,N.A.,N.A.,N.A.,52,N.A.,N.A.,71,62
28-07-2011,Fine Suspended Particulates ,N.A.,21,28,20,21,N.A.,19,N.A.,N.A.,24,N.A.,N.A.,17,21,N.A.,N.A.,25,36
28-07-2011,Nitrogen Dioxide,34,48,109,47,46,N.A.,39,54,N.A.,46,38,N.A.,48,11,N.A.,36,95,100
28-07-2011,Nitrogen Oxides,56,77,286,N.A.,90,N.A.,64,89,N.A.,87,70,N.A.,93,19,N.A.,N.A.,565,272
28-07-2011,Ozone,47,35,14,46,38,N.A.,50,34,N.A.,51,40,N.A.,38,64,N.A.,40,6,16
28-07-2011,Respirable Suspended Particulates,31,33,49,33,37,N.A.,34,38,N.A.,42,34,N.A.,28,37,N.A.,34,39,59
28-07-2011,Sulphur Dioxide,9,11,13,9,8,N.A.,15,10,N.A.,18,16,N.A.,11,10,N.A.,10,9,12
29-07-2011,Carbon Monoxide,N.A.,33,53,N.A.,N.A.,N.A.,41,N.A.,N.A.,35,N.A.,N.A.,N.A.,49,N.A.,N.A.,67,38
29-07-2011,Fine Suspended Particulates ,N.A.,11,16,10,11,N.A.,6,N.A.,N.A.,10,N.A.,N.A.,7,8,N.A.,N.A.,19,27
29-07-2011,Nitrogen Dioxide,15,30,67,32,23,N.A.,14,29,N.A.,25,23,N.A.,24,3,N.A.,17,75,77
29-07-2011,Nitrogen Oxides,23,59,214,N.A.,51,N.A.,23,76,N.A.,51,49,N.A.,57,9,N.A.,N.A.,612,229
29-07-2011,Ozone,29,20,11,27,23,N.A.,30,19,N.A.,23,19,N.A.,21,43,N.A.,21,3,12
29-07-2011,Respirable Suspended Particulates,18,22,34,24,24,N.A.,17,27,N.A.,19,22,N.A.,17,29,N.A.,18,34,46
29-07-2011,Sulphur Dioxide,5,5,8,3,5,N.A.,6,6,N.A.,6,8,N.A.,5,6,N.A.,4,5,4
30-07-2011,Carbon Monoxide,N.A.,36,62,N.A.,N.A.,N.A.,43,N.A.,N.A.,37,N.A.,N.A.,N.A.,53,N.A.,N.A.,76,39
30-07-2011,Fine Suspended Particulates ,N.A.,11,16,9,10,N.A.,7,N.A.,N.A.,11,N.A.,N.A.,7,9,N.A.,N.A.,19,29
30-07-2011,Nitrogen Dioxide,19,33,68,37,28,N.A.,22,33,N.A.,26,29,N.A.,27,6,N.A.,18,81,74
